ref_no,title,make,model,year,mileage,engine_cc,transmission,fuel,seats,location,price_usd,total_price_usd,price_ugx,total_price_ugx,url,source
BW726274,"2015 TOYOTA SIENTA
                                 DICE-G",Toyota,Sienta,2015,36939.0,1490.0,AT,Petrol,7,Location,,,,,/toyota/sienta/bw726274/id/9989384/,BeForward
BY750253,"2015 MERCEDES-BENZ M-CLASS
                                 ML350 4MATIC",Mercedes-Benz,M-Class,2015,52427.0,3490.0,AT,Petrol,5,Location,,,,,/mercedes-benz/m-class/by750253/id/11901853/,BeForward
BY759022,2006 HONDA ACTY TRUCK,Honda,Acty,2006,111250.0,650.0,MT,Petrol,2,Location,,,,,/honda/acty-truck/by759022/id/11910020/,BeForward
BY759024,2013 MITSUBISHI CANTER,Mitsubishi,Canter,2013,312401.0,2990.0,Semi AT,Diesel,3,Location,,,,,/mitsubishi/canter/by759024/id/11910065/,BeForward
CA462307,"2014 TOYOTA HIACE VAN
                                 DX",Toyota,Hiace,2014,161352.0,2980.0,AT,Diesel,3,Location,,,,,/toyota/hiace-van/ca462307/id/12565207/,BeForward
CA740447,"2011 TOYOTA WISH
                                 1.8X",Toyota,Wish,2011,154001.0,1790.0,AT,Petrol,7,Location,,,,,/toyota/wish/ca740447/id/12831915/,BeForward
CB026605,"2017 HONDA FIT HYBRID
                                 L HONDA SENSING",Honda,Fit,2017,111072.0,1490.0,AT,Hybrid(Petrol),5,Location,,,,,/honda/fit-hybrid/cb026605/id/13106276/,BeForward
CA848029,"2023 SUZUKI JIMNY SIERRA
                                 JC",Suzuki,Jimny,2023,18932.0,1460.0,AT,Petrol,4,Location,,,,,/suzuki/jimny-sierra/ca848029/id/12936910/,BeForward
CA797413,"2022 TOYOTA ALPHARD
                                 2.5SC",Toyota,Alphard,2022,23020.0,2493.0,CVT,Petrol,7,Location,,,,,/toyota/alphard/ca797413/id/12886566/,BeForward
CA809714,"2022 HONDA N BOX
                                 L",Honda,N,2022,17769.0,658.0,CVT,Petrol,4,Location,,,,,/honda/n-box/ca809714/id/12898876/,BeForward
CB205403,"2015 MITSUBISHI OUTLANDER
                                 NEWFACELIFT-REARENT-SUNROOF-4WD",Mitsubishi,Outlander,2015,56476.0,2360.0,AT,Petrol,7,Location,,,,,/mitsubishi/outlander/cb205403/id/13262819/,BeForward
CA571753,"2021 MAZDA CX-5
                                 20S",Mazda,Cx-5,2021,23230.0,1997.0,AT,Petrol,5,Location,,,,,/mazda/cx-5/ca571753/id/12658762/,BeForward
CA556202,2023 HONDA N BOX,Honda,N,2023,3330.0,658.0,CVT,Petrol,4,Location,,,,,/honda/n-box/ca556202/id/12642386/,BeForward
CA555577,"2009 SUZUKI LAPIN
                                 G",Suzuki,Lapin,2009,86146.0,658.0,CVT,Petrol,4,Location,,,,,/suzuki/lapin/ca555577/id/12641753/,BeForward
CA528924,"2017 MAZDA CX-5
                                 XDL",Mazda,Cx-5,2017,73298.0,2188.0,AT,Diesel,5,Location,,,,,/mazda/cx-5/ca528924/id/12615191/,BeForward
CA555885,"2025 NISSAN ROOX
                                 X",Nissan,Roox,2025,6175.0,659.0,CVT,Hybrid(Petrol),4,Location,,,,,/nissan/roox/ca555885/id/12642062/,BeForward
CA502683,"2015 DAIHATSU MOVE
                                 XSA",Daihatsu,Move,2015,50545.0,658.0,CVT,Petrol,4,Location,,,,,/daihatsu/move/ca502683/id/12589010/,BeForward
BY908000,"2012 NISSAN ELGRAND
                                 250",Nissan,Elgrand,2012,82810.0,2488.0,CVT,Petrol,7,Location,,,,,/nissan/elgrand/by908000/id/12060720/,BeForward
CB205393,2017 HONDA VAMOS,Honda,Vamos,2017,134749.0,660.0,AT,Petrol,4,Location,,,,,/honda/vamos/cb205393/id/13262809/,BeForward
CB205394,2019 SUZUKI SPACIA,Suzuki,Spacia,2019,40096.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/suzuki/spacia/cb205394/id/13262810/,BeForward
CB205395,2006 LEXUS SC,Lexus,Sc,2006,52806.0,4300.0,AT,Petrol,4,Location,,,,,/lexus/sc/cb205395/id/13262811/,BeForward
CB205396,2017 SUBARU IMPREZA WRX STI,Subaru,Impreza,2017,33460.0,2000.0,MT,Petrol,5,Location,,,,,/subaru/impreza-wrx-sti/cb205396/id/13262812/,BeForward
CB205397,2014 HONDA N-ONE,Honda,N-One,2014,85539.0,660.0,AT,Petrol,4,Location,,,,,/honda/n-one/cb205397/id/13262813/,BeForward
CB205398,2022 BMW MINI,Bmw,Mini,2022,34880.0,2000.0,CVT,Petrol,5,Location,,,,,/bmw/mini/cb205398/id/13262814/,BeForward
CB205399,2019 LEXUS NX,Lexus,Nx,2019,49070.0,2000.0,AT,Petrol,5,Location,,,,,/lexus/nx/cb205399/id/13262815/,BeForward
CB205400,2009 TOYOTA MARK X,Toyota,Mark,2009,5428.0,2500.0,AT,Petrol,5,Location,,,,,/toyota/mark-x/cb205400/id/13262816/,BeForward
CB205401,2016 HONDA N BOX,Honda,N,2016,84974.0,660.0,CVT,Petrol,4,Location,,,,,/honda/n-box/cb205401/id/13262817/,BeForward
CB205402,2018 NISSAN SERENA,Nissan,Serena,2018,35000.0,1200.0,CVT,Hybrid(Petrol),7,Location,,,,,/nissan/serena/cb205402/id/13262818/,BeForward
CB141096,"2016 KIA MORNING (PICANTO)
                                 MT / ORIGINAL MILEAGE",Kia,Morning,2016,90163.0,998.0,MT,Petrol,5,Location,,,,,/kia/morning-picanto-/cb141096/id/13198968/,BeForward
CB128051,2013 SUZUKI WAGON R,Suzuki,Wagon,2013,39000.0,660.0,CVT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb128051/id/13185126/,BeForward
CB120192,2020 HONDA N BOX,Honda,N,2020,24000.0,660.0,CVT,Petrol,4,Location,,,,,/honda/n-box/cb120192/id/13176600/,BeForward
CB205365,2016 TOYOTA VELLFIRE,Toyota,Vellfire,2016,48125.0,2500.0,CVT,Petrol,7,Location,,,,,/toyota/vellfire/cb205365/id/13262779/,BeForward
CB205366,2020 HONDA ODYSSEY,Honda,Odyssey,2020,65151.0,2400.0,CVT,Petrol,8,Location,,,,,/honda/odyssey/cb205366/id/13262780/,BeForward
CB205367,2022 MAZDA ROADSTER,Mazda,Roadster,2022,65922.0,2000.0,MT,Petrol,2,Location,,,,,/mazda/roadster/cb205367/id/13262781/,BeForward
CB205368,2011 AUDI TT,Audi,Tt,2011,76000.0,2000.0,AT,Petrol,4,Location,,,,,/audi/tt/cb205368/id/13262782/,BeForward
CB205369,2003 TOYOTA CROWN,Toyota,Crown,2003,68000.0,3000.0,AT,Petrol,5,Location,,,,,/toyota/crown/cb205369/id/13262783/,BeForward
CB205370,2013 SUZUKI SPACIA,Suzuki,Spacia,2013,53000.0,660.0,CVT,Petrol,4,Location,,,,,/suzuki/spacia/cb205370/id/13262784/,BeForward
CB205371,2017 SUBARU IMPREZA WRX STI,Subaru,Impreza,2017,57511.0,2000.0,MT,Petrol,5,Location,,,,,/subaru/impreza-wrx-sti/cb205371/id/13262785/,BeForward
CB205372,2017 TOYOTA HARRIER,Toyota,Harrier,2017,83801.0,2000.0,CVT,Petrol,5,Location,,,,,/toyota/harrier/cb205372/id/13262786/,BeForward
CB205373,2018 LEXUS RX,Lexus,Rx,2018,82687.0,3500.0,CVT,Hybrid(Petrol),7,Location,,,,,/lexus/rx/cb205373/id/13262787/,BeForward
CB205374,2015 TOYOTA PRIUS,Toyota,Prius,2015,71013.0,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb205374/id/13262788/,BeForward
CB205375,2017 SUZUKI HUSTLER,Suzuki,Hustler,2017,76977.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/suzuki/hustler/cb205375/id/13262789/,BeForward
CB205376,2014 SUZUKI HUSTLER,Suzuki,Hustler,2014,87727.0,660.0,MT,Petrol,4,Location,,,,,/suzuki/hustler/cb205376/id/13262790/,BeForward
CB205377,2007 SUZUKI WAGON R,Suzuki,Wagon,2007,41656.0,660.0,MT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb205377/id/13262791/,BeForward
CB205378,2006 SUBARU STELLA,Subaru,Stella,2006,56958.0,660.0,CVT,Petrol,4,Location,,,,,/subaru/stella/cb205378/id/13262792/,BeForward
CB205379,2012 TOYOTA PRIUS,Toyota,Prius,2012,33486.0,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb205379/id/13262793/,BeForward
CB205380,2010 DAIHATSU COPEN,Daihatsu,Copen,2010,234542.0,660.0,AT,Petrol,2,Location,,,,,/daihatsu/copen/cb205380/id/13262794/,BeForward
CB205381,2017 DAIHATSU HIJET CARGO,Daihatsu,Hijet,2017,58031.0,660.0,AT,Petrol,4,Location,,,,,/daihatsu/hijet-cargo/cb205381/id/13262795/,BeForward
CB205382,2021 VOLKSWAGEN POLO,Volkswagen,Polo,2021,20000.0,1000.0,AT,Petrol,5,Location,,,,,/volkswagen/polo/cb205382/id/13262796/,BeForward
CB205383,2025 SUZUKI EVERY,Suzuki,Every,2025,20.0,660.0,CVT,Petrol,4,Location,,,,,/suzuki/every/cb205383/id/13262797/,BeForward
CB205384,2025 SUZUKI EVERY,Suzuki,Every,2025,20.0,660.0,CVT,Petrol,4,Location,,,,,/suzuki/every/cb205384/id/13262798/,BeForward
CB205385,2020 NISSAN ROOX,Nissan,Roox,2020,28000.0,660.0,CVT,Petrol,4,Location,,,,,/nissan/roox/cb205385/id/13262799/,BeForward
CB205386,2021 HONDA VEZEL,Honda,Vezel,2021,32118.0,1500.0,CVT,Hybrid(Petrol),5,Location,,,,,/honda/vezel/cb205386/id/13262800/,BeForward
CB205387,2016 HONDA ODYSSEY,Honda,Odyssey,2016,52734.0,2000.0,CVT,Hybrid(Petrol),7,Location,,,,,/honda/odyssey/cb205387/id/13262801/,BeForward
CB205388,2022 MITSUBISHI OUTLANDER PHEV,Mitsubishi,Outlander,2022,17593.0,2400.0,CVT,Hybrid(Petrol),7,Location,,,,,/mitsubishi/outlander-phev/cb205388/id/13262802/,BeForward
CB205389,2022 TOYOTA RAIZE,Toyota,Raize,2022,43490.0,1200.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/raize/cb205389/id/13262803/,BeForward
CB205390,2007 TOYOTA MARK X,Toyota,Mark,2007,85900.0,2500.0,AT,Petrol,5,Location,,,,,/toyota/mark-x/cb205390/id/13262805/,BeForward
CB205391,2024 BMW M2,Bmw,M2,2024,2062.0,3000.0,AT,Petrol,4,Location,,,,,/bmw/m2/cb205391/id/13262806/,BeForward
CB205392,2014 MAZDA AXELA SPORT,Mazda,Axela,2014,69900.0,2200.0,AT,Diesel,5,Location,,,,,/mazda/axela-sport/cb205392/id/13262807/,BeForward
CB205364,"2015 NISSAN QASHQAI
                                 1.2CVT-NAV-PSTART-RCAM-NAV",Nissan,Qashqai,2015,59240.0,1197.0,AT,Petrol,5,Location,,,,,/nissan/qashqai/cb205364/id/13262778/,BeForward
CB205363,"2016 SUBARU OUTBACK
                                 25-CVT-SUNROOF-REVCAM-PSTARRT",Subaru,Outback,2016,57086.0,2498.0,AT,Petrol,5,Location,,,,,/subaru/outback/cb205363/id/13262777/,BeForward
CB205357,"2023 MAZDA MAZDA2
                                 1.3 SPORT C",Mazda,Mazda2,2023,8900.0,1299.0,AT,Petrol,5,Location,,,,,/mazda/mazda2/cb205357/id/13262771/,BeForward
BX650860,2019 HINO DUTRO,Hino,Dutro,2019,55119.0,4000.0,MT,Diesel,3,Location,,,,,/hino/dutro/bx650860/id/10876906/,BeForward
CA234381,2010 SUZUKI PALETTE,Suzuki,Palette,2010,39036.0,660.0,CVT,Petrol,4,Location,,,,,/suzuki/palette/ca234381/id/12317575/,BeForward
CA072729,2013 NISSAN DAYZ,Nissan,Dayz,2013,33009.0,660.0,CVT,Petrol,4,Location,,,,,/nissan/dayz/ca072729/id/12155303/,BeForward
BX032441,2009 SUZUKI ALTO,Suzuki,Alto,2009,35000.0,660.0,MT,Petrol,4,Location,,,,,/suzuki/alto/bx032441/id/10253370/,BeForward
CB205344,2015 SUZUKI SWIFT,Suzuki,Swift,2015,73002.0,1200.0,CVT,Petrol,5,Location,,,,,/suzuki/swift/cb205344/id/13262758/,BeForward
CB205345,2021 BMW M2,Bmw,M2,2021,18000.0,3000.0,MT,Petrol,4,Location,,,,,/bmw/m2/cb205345/id/13262759/,BeForward
CB205346,2012 HONDA STEP WGN,Honda,Step,2012,161000.0,2000.0,CVT,Petrol,8,Location,,,,,/honda/step-wgn/cb205346/id/13262760/,BeForward
CB205347,2020 SUZUKI JIMNY,Suzuki,Jimny,2020,80000.0,660.0,AT,Petrol,4,Location,,,,,/suzuki/jimny/cb205347/id/13262761/,BeForward
CB205348,2019 TOYOTA HARRIER,Toyota,Harrier,2019,20970.0,2000.0,AT,Petrol,5,Location,,,,,/toyota/harrier/cb205348/id/13262762/,BeForward
CB205349,2019 JEEP COMPASS,Jeep,Compass,2019,25256.0,2400.0,AT,Petrol,5,Location,,,,,/jeep/compass/cb205349/id/13262763/,BeForward
CB205350,2016 TOYOTA HARRIER HYBRID,Toyota,Harrier,2016,48101.0,2500.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/harrier-hybrid/cb205350/id/13262764/,BeForward
CB205351,2021 NISSAN DAYZ,Nissan,Dayz,2021,56265.0,660.0,CVT,Petrol,4,Location,,,,,/nissan/dayz/cb205351/id/13262765/,BeForward
CB205352,2019 HONDA SHUTTLE,Honda,Shuttle,2019,58381.0,1500.0,AT,Hybrid(Petrol),5,Location,,,,,/honda/shuttle/cb205352/id/13262766/,BeForward
CB205353,2021 MERCEDES-BENZ G-CLASS,Mercedes-Benz,G-Class,2021,26990.0,4000.0,AT,Petrol,5,Location,,,,,/mercedes-benz/g-class/cb205353/id/13262767/,BeForward
CB205354,2015 BMW X3,Bmw,X3,2015,92443.0,2000.0,AT,Diesel,5,Location,,,,,/bmw/x3/cb205354/id/13262768/,BeForward
CB205355,2017 TOYOTA C-HR,Toyota,C-Hr,2017,58350.0,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/c-hr/cb205355/id/13262769/,BeForward
CB205356,2013 MITSUBISHI OUTLANDER PHEV,Mitsubishi,Outlander,2013,98225.0,2000.0,AT,Hybrid(Petrol),5,Location,,,,,/mitsubishi/outlander-phev/cb205356/id/13262770/,BeForward
CB205358,2015 BMW 2 SERIES,Bmw,2,2015,76105.0,2000.0,AT,Diesel,5,Location,,,,,/bmw/2-series/cb205358/id/13262772/,BeForward
CB205359,2023 NISSAN X-TRAIL,Nissan,X-Trail,2023,88205.0,1500.0,CVT,Hybrid(Petrol),5,Location,,,,,/nissan/x-trail/cb205359/id/13262773/,BeForward
CB205360,2017 TOYOTA PRIUS PHV,Toyota,Prius,2017,81680.0,1800.0,CVT,Hybrid(Petrol),4,Location,,,,,/toyota/prius-phv/cb205360/id/13262774/,BeForward
CB205361,2019 TOYOTA HARRIER,Toyota,Harrier,2019,35892.0,2000.0,CVT,Petrol,5,Location,,,,,/toyota/harrier/cb205361/id/13262775/,BeForward
CB205362,2025 DAIHATSU ATRAI,Daihatsu,Atrai,2025,19.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/atrai/cb205362/id/13262776/,BeForward
CB205343,"2023 MAZDA MAZDA2
                                 1.3 S",Mazda,Mazda2,2023,62800.0,1299.0,AT,Petrol,5,Location,,,,,/mazda/mazda2/cb205343/id/13262757/,BeForward
CB205342,"2023 MAZDA MAZDA2
                                 1.3 C",Mazda,Mazda2,2023,5210.0,1299.0,AT,Petrol,5,Location,,,,,/mazda/mazda2/cb205342/id/13262756/,BeForward
CB205341,"2023 MAZDA MAZDA2
                                 1.3 C",Mazda,Mazda2,2023,88700.0,1299.0,AT,Petrol,5,Location,,,,,/mazda/mazda2/cb205341/id/13262755/,BeForward
CB205105,"2019 VOLKSWAGEN TOUAREG
                                 AUTOMATIC PETROL",Volkswagen,Touareg,2019,48000.0,3000.0,AT,Petrol,5,Location,,,,,/volkswagen/touareg/cb205105/id/13262499/,BeForward
CB205325,"2023 MAZDA MAZDA2
                                 1.3 SPORT S LEATHER",Mazda,Mazda2,2023,38600.0,1299.0,AT,Petrol,5,Location,,,,,/mazda/mazda2/cb205325/id/13262739/,BeForward
CB205315,2020 LEXUS NX,Lexus,Nx,2020,68296.0,2500.0,CVT,Hybrid(Petrol),5,Location,,,,,/lexus/nx/cb205315/id/13262729/,BeForward
CB205316,2019 TOYOTA PRIUS,Toyota,Prius,2019,104178.0,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb205316/id/13262730/,BeForward
CB205317,2016 TOYOTA CROWN HYBRID,Toyota,Crown,2016,105061.0,2500.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/crown-hybrid/cb205317/id/13262731/,BeForward
CB205318,2018 TOYOTA TOYOACE,Toyota,Toyoace,2018,99163.0,4000.0,MT,Diesel,3,Location,,,,,/toyota/toyoace/cb205318/id/13262732/,BeForward
CB205319,2013 DAIHATSU MOVE,Daihatsu,Move,2013,108544.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move/cb205319/id/13262733/,BeForward
CB205320,2024 HONDA N BOX,Honda,N,2024,12000.0,660.0,CVT,Petrol,4,Location,,,,,/honda/n-box/cb205320/id/13262734/,BeForward
CB205321,2019 SUZUKI JIMNY,Suzuki,Jimny,2019,83000.0,660.0,AT,Petrol,4,Location,,,,,/suzuki/jimny/cb205321/id/13262735/,BeForward
CB205322,2019 HONDA INSIGHT,Honda,Insight,2019,70251.0,1500.0,AT,Hybrid(Petrol),5,Location,,,,,/honda/insight/cb205322/id/13262736/,BeForward
CB205323,2010 LEXUS HS,Lexus,Hs,2010,87090.0,2400.0,CVT,Hybrid(Petrol),5,Location,,,,,/lexus/hs/cb205323/id/13262737/,BeForward
CB205324,2012 TOYOTA 86,Toyota,86,2012,110444.0,2000.0,MT,Petrol,4,Location,,,,,/toyota/86/cb205324/id/13262738/,BeForward
CB205326,2025 DAIHATSU MOVE,Daihatsu,Move,2025,17.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move/cb205326/id/13262740/,BeForward
CB205327,2016 SUZUKI CARRY TRUCK,Suzuki,Carry,2016,131665.0,660.0,AT,Petrol,2,Location,,,,,/suzuki/carry-truck/cb205327/id/13262741/,BeForward
CB205328,2025 HONDA FREED,Honda,Freed,2025,4.0,1500.0,CVT,Hybrid(Petrol),6,Location,,,,,/honda/freed/cb205328/id/13262742/,BeForward
CB205329,2025 SUZUKI WAGON R,Suzuki,Wagon,2025,6.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/suzuki/wagon-r/cb205329/id/13262743/,BeForward
CB205330,2023 SUZUKI SWIFT,Suzuki,Swift,2023,36233.0,1400.0,AT,Petrol,5,Location,,,,,/suzuki/swift/cb205330/id/13262744/,BeForward
CB205331,2021 DAIHATSU TANTO,Daihatsu,Tanto,2021,21715.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb205331/id/13262745/,BeForward
CB205332,2018 SUZUKI X BEE,Suzuki,X,2018,45378.0,1000.0,AT,Hybrid(Petrol),5,Location,,,,,/suzuki/x-bee/cb205332/id/13262746/,BeForward
CB205333,2018 SUZUKI HUSTLER,Suzuki,Hustler,2018,49612.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/suzuki/hustler/cb205333/id/13262747/,BeForward
CB205334,2023 TOYOTA YARIS CROSS,Toyota,Yaris,2023,5556.0,1500.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/yaris-cross/cb205334/id/13262748/,BeForward
CB205335,2022 SUZUKI HUSTLER,Suzuki,Hustler,2022,33420.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/suzuki/hustler/cb205335/id/13262749/,BeForward
CB205336,2012 DAIHATSU TANTO,Daihatsu,Tanto,2012,48876.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb205336/id/13262750/,BeForward
CB205337,2019 SUZUKI X BEE,Suzuki,X,2019,37965.0,1000.0,AT,Hybrid(Petrol),5,Location,,,,,/suzuki/x-bee/cb205337/id/13262751/,BeForward
CB205338,2013 HONDA N-ONE,Honda,N-One,2013,65695.0,660.0,CVT,Petrol,4,Location,,,,,/honda/n-one/cb205338/id/13262752/,BeForward
CB205339,2019 TOYOTA ROOMY,Toyota,Roomy,2019,26697.0,1000.0,CVT,Petrol,5,Location,,,,,/toyota/roomy/cb205339/id/13262753/,BeForward
CB205340,2023 DAIHATSU MIRA,Daihatsu,Mira,2023,4741.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/mira/cb205340/id/13262754/,BeForward
CB205314,"2015 MERCEDES-BENZ A-CLASS
                                 A180-R17-REVCAM",Mercedes-Benz,A-Class,2015,58092.0,1595.0,AT,Petrol,5,Location,,,,,/mercedes-benz/a-class/cb205314/id/13262728/,BeForward
CB205299,2019 SUZUKI HUSTLER,Suzuki,Hustler,2019,18061.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/suzuki/hustler/cb205299/id/13262713/,BeForward
CB205300,2018 HONDA FIT HYBRID,Honda,Fit,2018,41838.0,1500.0,AT,Hybrid(Petrol),5,Location,,,,,/honda/fit-hybrid/cb205300/id/13262714/,BeForward
CB205301,2016 SUZUKI SOLIO BANDIT,Suzuki,Solio,2016,69653.0,1200.0,CVT,Hybrid(Petrol),5,Location,,,,,/suzuki/solio-bandit/cb205301/id/13262715/,BeForward
CB205302,2018 TOYOTA PRIUS,Toyota,Prius,2018,78878.0,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb205302/id/13262716/,BeForward
CB205303,2023 TOYOTA PRIUS,Toyota,Prius,2023,14230.0,2000.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb205303/id/13262717/,BeForward
CB205304,2012 DAIHATSU TANTO,Daihatsu,Tanto,2012,113218.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb205304/id/13262718/,BeForward
CB205305,2022 NISSAN ROOX,Nissan,Roox,2022,28751.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/nissan/roox/cb205305/id/13262719/,BeForward
CB205306,2019 DAIHATSU MOVE CANBUS,Daihatsu,Move,2019,15189.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move-canbus/cb205306/id/13262720/,BeForward
CB205307,2023 SUZUKI ALTO,Suzuki,Alto,2023,14113.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/suzuki/alto/cb205307/id/13262721/,BeForward
CB205308,2021 HONDA N-ONE,Honda,N-One,2021,12316.0,660.0,CVT,Petrol,4,Location,,,,,/honda/n-one/cb205308/id/13262722/,BeForward
CB205309,2022 DAIHATSU TAFT,Daihatsu,Taft,2022,5996.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/taft/cb205309/id/13262723/,BeForward
CB205310,2021 NISSAN KICKS,Nissan,Kicks,2021,34124.0,1200.0,CVT,Hybrid(Petrol),5,Location,,,,,/nissan/kicks/cb205310/id/13262724/,BeForward
CB205311,2011 SUBARU LEGACY TOURING WAGON,Subaru,Legacy,2011,73200.0,2500.0,AT,Petrol,5,Location,,,,,/subaru/legacy-touring-wagon/cb205311/id/13262725/,BeForward
CB205312,2010 SUBARU SAMBAR,Subaru,Sambar,2010,113950.0,660.0,AT,Petrol,ASK,Location,,,,,/subaru/sambar/cb205312/id/13262726/,BeForward
CB205313,2002 SUBARU SAMBAR,Subaru,Sambar,2002,86594.0,660.0,AT,Petrol,ASK,Location,,,,,/subaru/sambar/cb205313/id/13262727/,BeForward
CB205298,"2015 MERCEDES-BENZ C-CLASS
                                 C180 AVANTGARDE (R17 LED)",Mercedes-Benz,C-Class,2015,48764.0,1595.0,AT,Petrol,5,Location,,,,,/mercedes-benz/c-class/cb205298/id/13262712/,BeForward
CB205297,"2024 MAZDA MAZDA2
                                 1.3 SPORT C",Mazda,Mazda2,2024,5400.0,1299.0,AT,Petrol,5,Location,,,,,/mazda/mazda2/cb205297/id/13262711/,BeForward
CB205296,"2015 HONDA VEZEL
                                 1.5X PUSHSTART REVCAM",Honda,Vezel,2015,67438.0,1496.0,AT,Petrol,5,Location,,,,,/honda/vezel/cb205296/id/13262710/,BeForward
CB205295,"2024 MAZDA MAZDA2
                                 1.3 SPORT C",Mazda,Mazda2,2024,10100.0,1299.0,AT,Petrol,5,Location,,,,,/mazda/mazda2/cb205295/id/13262709/,BeForward
BX351899,2002 TOYOTA WILL VS,Toyota,Will,2002,227531.0,1800.0,AT,Petrol,5,Location,,,,,/toyota/will-vs/bx351899/id/10575334/,BeForward
BW742462,2011 DAIHATSU MIRA ES,Daihatsu,Mira,2011,66500.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/mira-es/bw742462/id/10005246/,BeForward
CB205277,"2024 MAZDA MAZDA2
                                 1.3 SPORT C",Mazda,Mazda2,2024,33700.0,1299.0,AT,Petrol,5,Location,,,,,/mazda/mazda2/cb205277/id/13262691/,BeForward
CB205276,"2015 MERCEDES-BENZ CLA-CLASS
                                 CLA180 SB (R18 BI)",Mercedes-Benz,Cla-Class,2015,41949.0,1595.0,AT,Petrol,5,Location,,,,,/mercedes-benz/cla-class/cb205276/id/13262690/,BeForward
CB205270,2012 TOYOTA CROWN,Toyota,Crown,2012,104682.0,3000.0,AT,Petrol,5,Location,,,,,/toyota/crown/cb205270/id/13262684/,BeForward
CB205271,2020 HONDA FIT,Honda,Fit,2020,36455.0,1300.0,CVT,Petrol,5,Location,,,,,/honda/fit/cb205271/id/13262685/,BeForward
CB205272,2020 MAZDA FLAIR CROSSOVER,Mazda,Flair,2020,17011.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/mazda/flair-crossover/cb205272/id/13262686/,BeForward
CB205273,2010 DAIHATSU MOVE CONTE,Daihatsu,Move,2010,77072.0,660.0,AT,Petrol,4,Location,,,,,/daihatsu/move-conte/cb205273/id/13262687/,BeForward
CB205274,2007 SUZUKI WAGON R,Suzuki,Wagon,2007,71881.0,660.0,AT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb205274/id/13262688/,BeForward
CB205275,2014 NISSAN NISSAN OTHERS,Nissan,Nissan,2014,84498.0,1600.0,AT,Petrol,2,Location,,,,,/nissan/nissan-others/cb205275/id/13262689/,BeForward
CB205278,2017 SUZUKI SPACIA,Suzuki,Spacia,2017,106131.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/suzuki/spacia/cb205278/id/13262692/,BeForward
CB205279,2014 SUZUKI HUSTLER,Suzuki,Hustler,2014,59900.0,660.0,CVT,Petrol,4,Location,,,,,/suzuki/hustler/cb205279/id/13262693/,BeForward
CB205280,2012 TOYOTA AQUA,Toyota,Aqua,2012,69500.0,1500.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/aqua/cb205280/id/13262694/,BeForward
CB205281,2015 TOYOTA MARK X,Toyota,Mark,2015,102200.0,2500.0,AT,Petrol,5,Location,,,,,/toyota/mark-x/cb205281/id/13262695/,BeForward
CB205282,2020 BMW X4,Bmw,X4,2020,42600.0,2000.0,AT,Petrol,5,Location,,,,,/bmw/x4/cb205282/id/13262696/,BeForward
CB205283,2013 AUDI Q3,Audi,Q3,2013,65400.0,2000.0,AT,Petrol,5,Location,,,,,/audi/q3/cb205283/id/13262697/,BeForward
CB205284,2006 HONDA VAMOS,Honda,Vamos,2006,94851.0,660.0,AT,Petrol,4,Location,,,,,/honda/vamos/cb205284/id/13262698/,BeForward
CB205285,2013 MAZDA BIANTE,Mazda,Biante,2013,68356.0,2000.0,AT,Petrol,8,Location,,,,,/mazda/biante/cb205285/id/13262699/,BeForward
